"","ID","NTDID","Company_Nm","State","Urbanized Area","Population","Population Density","VOMS","VRM","fare_rev","op_exp","fare_recovery","gen_admin_salary","overhead","year","n_in_uza","VRM_UZA_share","GEOID","pct_rented","ridership","gtfs_date","gtfs_status","Division","Region","adopted_year","adopted_yet","num_agencies","num_adopted","Percent adoption of GTFS data standard","Org_Type"
"35","1008","10008","Pioneer Valley Transit Authority","MA","Springfield, MA-CT",573610,1857,235,4291231,5234638,30608744,0.171017732710627,1769407,0.0578072396567465,2005,1,1,"83926",0.376982599758217,9746629,"11-Mar-22",1,"d1","r1",2022,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"36","1013","10013","Merrimack Valley Regional Transit Authority","MA","Boston, MA-NH-RI",4032484,2323,44,1111738,1096209,8202565,0.133642220451773,177823,0.0216789504258729,2005,5,0.024466523888168,"09271",0.407459577807272,1603296,"1-Aug-09",1,"d1","r1",2009,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"37","1014","10014","Worcester Regional Transit Authority","MA","Worcester, MA-CT",429882,1717,129,1290845,2017624,16402493,0.123007155070879,991240,0.0604322769715555,2005,1,1,"97291",0.421369740861465,2567983,"4-Jul-13",1,"d1","r1",2013,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"38","1016","10016","Greater Portland Transit District","ME","Portland, ME",188080,1519,25,815680,1120592,4842952,0.231386146300851,390191,0.0805688348759186,2005,3,0.919275966491868,"71263",0.439442512161008,1360010,"27-Aug-17",1,"d1","r1",2017,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"39","1040","10040","Southeast Area Transit","CT","Norwich-New London, CT",173160,1407,22,956259,744138,4123763,0.180451204397537,165774,0.040199691398366,2005,1,1,"64135",0.40534873074708,931992,"1-Jan-19",1,"d1","r1",2019,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"40","1048","10048","Connecticut Transit - Hartford Division","CT","Hartford, CT",851535,1814,186,6233247,10683491,39024831,0.273761364911484,2386592,0.0611557292842601,2005,8,0.885057043663119,"37243",0.382904665745563,12508700,"14-Sep-14",1,"d1","r1",2014,FALSE,492,0,0,"State Government Unit or Department of Transportation"
"41","1049","10049","The Greater New Haven Transit District","CT","New Haven, CT",531314,1862,89,192371,131358,6562763,0.0200156549916552,1075822,0.163928211334159,2005,2,0.059239361559622,"62407",0.38396973923825,93029,"30-Jun-22",0,"d1","r1",2022,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"42","1050","10050","Greater Bridgeport Transit Authority","CT","Bridgeport-Stamford, CT-NY",888890,1910,60,2081750,4429379,13761877,0.321858638905144,1260974,0.0916280533534779,2005,5,0.446960059687713,"10162",0.314372675416502,4706885,"5-Nov-17",1,"d1","r1",2017,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"43","1051","10051","Housatonic Area Regional Transit","CT","Danbury, CT-NY",154455,1250,37,879923,672703,4627373,0.145374708284809,608305,0.131457956814806,2005,2,1,"22096",0.292584261509995,773037,"30-Jun-22",0,"d1","r1",2022,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"44","1053","10053","Cape Ann Transportation Authority","MA","Boston, MA-NH-RI",4032484,2323,25,306089,197211,2117726,0.0931239452129312,0,0,2005,5,0.00673623986083542,"09271",0.407459577807272,256958,"1-Aug-09",1,"d1","r1",2009,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"45","1055","10055","Connecticut Transit - New Haven Division","CT","New Haven, CT",531314,1862,83,3054980,6321171,22758469,0.277750273974932,1677260,0.0736982790889844,2005,2,0.940760638440378,"62407",0.38396973923825,7734650,"13-Dec-15",1,"d1","r1",2015,FALSE,492,0,0,"State Government Unit or Department of Transportation"
"46","1056","10056","Connecticut Transit - Stamford Division","CT","Bridgeport-Stamford, CT-NY",888890,1910,39,1224482,2689116,7748409,0.347053956496101,401563,0.0518252198612644,2005,5,0.2629011878499,"10162",0.314372675416502,2809704,"20-Jul-14",1,"d1","r1",2014,FALSE,492,0,0,"State Government Unit or Department of Transportation"
"47","1057","10057","Norwalk Transit District","CT","Bridgeport-Stamford, CT-NY",888890,1910,77,1068289,1676793,8678392,0.193214710743649,637900,0.0735044003543514,2005,5,0.229365925401094,"10162",0.314372675416502,1700845,"1-Jan-10",1,"d1","r1",2010,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"48","1061","10061","Montachusett Regional Transit Authority","MA","Leominster-Fitchburg, MA",112943,1803,140,931864,1157541,7402776,0.156365801153513,813806,0.109932544223951,2005,1,1,"49096",0.425700351593513,617134,"1-Jan-09",1,"d1","r1",2009,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"49","1063","10063","Middletown Transit District","CT","Hartford, CT",851535,1814,14,444986,293080,1842163,0.159095584918381,249088,0.135214961976763,2005,8,0.0631834409307824,"37243",0.382904665745563,348768,"1-Jan-21",1,"d1","r1",2021,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"50","1064","10064","Greater Attleboro-Taunton Regional Transit Authority","MA","Providence, RI-MA",1174548,2332,84,1768109,1535974,7378575,0.208166753065463,89724,0.0121600715585326,2005,2,0.190725364316384,"72505",0.424547580836061,695352,"1-May-11",1,"d1","r1",2011,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"51","1066","10066","Chittenden County Transportation Authority","VT","Burlington, VT",105365,1704,51,1184883,1312504,6800598,0.192998321618187,538933,0.0792478837890433,2005,1,1,"11755",0.411846857693234,1887104,"16-Dec-11",1,"d1","r1",2011,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"52","1086","10086","Cooperative Alliance for Seacoast Transportation","NH","Portsmouth, NH-ME",50912,1186,16,481846,137338,1833470,0.0749060524579077,144024,0.0785526897085854,2005,2,1,"71506",0.393260401564079,313897,"27-Mar-18",1,"d1","r1",2018,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"53","1087","10087","Nashua Transit System","NH","Nashua, NH-MA",197155,1432,15,235763,219450,1975810,0.111068371958842,120748,0.0611131637151346,2005,1,1,"61165",0.334246316584813,315468,"30-Jun-22",0,"d1","r1",2022,FALSE,492,0,0,"City, County or Local Government Unit or Department of Transportation"
"54","1088","10088","Casco Bay Island Transit District","ME","Portland, ME",188080,1519,5,71627,1727649,3596413,0.480381146436741,293539,0.081619936308761,2005,3,0.0807240335081319,"71263",0.439442512161008,852826,"10-Oct-17",1,"d1","r1",2017,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"55","1095",NA,"Northeast Transportation Company, Inc.","CT","Waterbury, CT",189026,1931,58,883905,1627737,7988327,0.20376444279259,1077745,0.134914982824314,2005,1,1,"92485",0.400892087512143,1806403,"30-Jun-22",0,"d1","r1",2022,FALSE,492,0,0,"Private Provider Reporting on Behalf of a Public Entity"
"56","1096","10096","City of Bangor - BAT Community Connector","ME","Bangor, ME",58983,1523,13,545338,429782,1366903,0.314420262447299,110781,0.0810452533939863,2005,1,1,"04951",0.48961902010154,681173,"30-Jun-22",0,"d1","r1",2022,FALSE,492,0,0,"City, County or Local Government Unit or Department of Transportation"
"57","1098","10098","Western Maine Transportation Services, Inc.","ME","Lewiston, ME",50567,2450,28,199475,174367,2280251,0.0764683361612384,295216,0.12946644908828,2005,1,1,"49339",0.54062729273661,198545,"30-Jun-22",0,"d1","r1",2022,FALSE,492,0,0,"Private-Non-Profit Corporation"
"58","1102","10102","Connecticut Department of Transportation","CT","Hartford, CT",851535,1814,33,364530,1753892,8691016,0.201805174446808,0,0,2005,8,0.0517595154060984,"37243",0.382904665745563,600740,"24-Oct-11",1,"d1","r1",2011,FALSE,492,0,0,"State Government Unit or Department of Transportation"
"59","1105","10105","Cape Cod Regional Transit Authority","MA","Barnstable Town, MA",243667,852,85,722632,3041154,8002968,0.38000326878728,322090,0.0402463186157935,2005,1,1,"05167",0.215334517465956,279628,"22-May-09",1,"d1","r1",2009,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"60","1107","10107","Milford Transit District","CT","Bridgeport-Stamford, CT-NY",888890,1910,21,283054,659858,2009209,0.328416804822196,279675,0.139196569396215,2005,5,0.0607728270612926,"10162",0.314372675416502,299310,"30-Jun-22",0,"d1","r1",2022,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"61","1115","10115","Northern New England Passenger Rail Authority","ME",NA,NA,NA,12,332880,3365584,8301031,0.405441685496657,378516,0.0455986732250488,2005,30,0.0363592156816485,NA,NA,250535,"30-Jun-22",0,"d1","r1",2022,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"62","1116",NA,"Bonanza","RI",NA,NA,NA,11,773407,4347531,4144186,1.04906753702657,139006,0.0335424133955377,2005,30,0.0844763035409057,NA,NA,257619,"2-Jan-09",1,"d1","r1",2009,FALSE,492,0,0,"Private-For-Profit Corporation"
"63","2002","20002","Capital District Transportation Authority","NY","Albany, NY",558947,1966,245,6797099,9434072,51403165,0.183530955730061,3263755,0.0634932693346801,2005,1,1,"00928",0.412712505631099,11691153,"5-Sep-13",1,"d2","r1",2013,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"64","2003","20003","Broome County Department of Public Transportation","NY","Binghamton, NY-PA",158884,2079,54,1385231,2269164,9230834,0.245824375132301,603970,0.0654296242354699,2005,2,0.779719089012185,"07732",0.401450270971682,2828981,"1-Oct-20",1,"d2","r1",2020,FALSE,492,0,0,"City, County or Local Government Unit or Department of Transportation"
"65","2004","20004","Niagara Frontier Transportation Authority","NY","Buffalo, NY",976703,2664,329,8927258,23264391,91548437,0.254121116234895,1699809,0.0185673186315568,2005,1,1,"11350",0.362203754537319,23430551,"5-Oct-13",1,"d2","r1",2013,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"66","2005","20005","Chemung County Transit System","NY","Elmira, NY",67159,1941,26,782334,2255612,4714941,0.478396654380193,0,0,2005,1,1,"27118",0.376162234551368,534746,"29-Oct-18",1,"d2","r1",2018,FALSE,492,0,0,"City, County or Local Government Unit or Department of Transportation"
"67","2007",NA,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus","NY","New York-Newark, NY-NJ-CT",17799861,5309,355,10045435,41117416,113518368,0.362209365095876,9085242,0.0800332330359083,2005,43,0.0301369609610923,"63217",0.501887119276325,31091738,"24-Jan-10",1,"d2","r1",2010,FALSE,492,0,0,"Subsidiary Unit of a Transit Agency, Reporting Separately"
"68","2008","20008","MTA New York City Transit","NY","New York-Newark, NY-NJ-CT",17799861,5309,9720,138855219,2622911000,4615523328,0.568280304009764,575045469,0.12458944048912,2005,43,0.416574724165446,"63217",0.501887119276325,2756452297,"3-Jan-10",1,"d2","r1",2010,FALSE,492,0,0,"Subsidiary Unit of a Transit Agency, Reporting Separately"
"69","2009","20009","City of Poughkeepsie","NY","Poughkeepsie-Newburgh, NY",351982,1328,6,195620,227738,1186742,0.191901862409858,21922,0.018472422818102,2005,11,0.0590516893969284,"71803",0.357714418250195,349572,"31-Dec-17",2,"d2","r1",2017,FALSE,492,0,0,"City, County or Local Government Unit or Department of Transportation"
"70","2010","20010","Dutchess County Division of Mass Transportation","NY","Poughkeepsie-Newburgh, NY",351982,1328,46,1079206,549871,4887559,0.112504217340394,257037,0.0525900556903763,2005,11,0.325779253181175,"71803",0.357714418250195,668673,"31-Aug-18",1,"d2","r1",2018,FALSE,492,0,0,"City, County or Local Government Unit or Department of Transportation"
"71","2018","20018","CNY Centro, Inc.","NY","Syracuse, NY",402267,2239,154,3553702,7276921,31883654,0.228233595810568,2534027,0.079477308341133,2005,3,0.756324855357236,"86302",0.384186861096275,8081443,"1-Jun-15",1,"d2","r1",2015,FALSE,492,0,0,"Subsidiary Unit of a Transit Agency, Reporting Separately"
"72","2040",NA,"New York Bus Tours, Inc., dba: New York Bus Service","NY","New York-Newark, NY-NJ-CT",17799861,5309,129,1365364,5582947,21832740,0.25571444536966,1323576,0.0606234490036523,2005,43,0.00409618115747907,"63217",0.501887119276325,1790318,"31-Dec-05",2,"d2","r1",2005,FALSE,492,0,0,"Private Provider Reporting on Behalf of a Public Entity"
"73","2071","20071","Huntington Area Rapid Transit","NY","New York-Newark, NY-NJ-CT",17799861,5309,16,320633,189136,3379762,0.0559613369225407,208572,0.0617120377115312,2005,43,0.000961919937149352,"63217",0.501887119276325,226905,"1-Nov-20",1,"d2","r1",2020,FALSE,492,0,0,"City, County or Local Government Unit or Department of Transportation"
"74","2072","20072","Suffolk County Department of Public Works - Transportation Division","NY","New York-Newark, NY-NJ-CT",17799861,5309,194,7417669,7549845,39197608,0.192609839865739,1131638,0.0288700779904733,2005,43,0.0222534913694931,"63217",0.501887119276325,5312569,"1-Jan-17",1,"d2","r1",2017,FALSE,492,0,0,"City, County or Local Government Unit or Department of Transportation"
"75","2075","20075","Port Authority Transit Corporation","NJ","Philadelphia, PA-NJ-DE-MD",5149079,2861,84,1034062,19092802,35694998,0.534887325109249,3282710,0.091965546545205,2005,4,0.0177711291082939,"69076",0.309930299884784,9362839,"25-Jul-08",1,"d2","r1",2008,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"76","2076","20076","Westchester County Bee-Line System","NY","New York-Newark, NY-NJ-CT",17799861,5309,326,7099181,31295255,96318451,0.324914434099444,0,0,2005,43,0.0212980065724111,"63217",0.501887119276325,24947454,"22-Dec-09",1,"d2","r1",2009,FALSE,492,0,0,"City, County or Local Government Unit or Department of Transportation"
"77","2078","20078","Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","NY","New York-Newark, NY-NJ-CT",17799861,5309,990,7918763,438051180,715128591,0.612548827599595,80455652,0.112505153636068,2005,43,0.0237568060906414,"63217",0.501887119276325,74652827,"17-Oct-09",1,"d2","r1",2009,FALSE,492,0,0,"Subsidiary Unit of a Transit Agency, Reporting Separately"
"78","2080","20080","New Jersey Transit Corporation","NJ","New York-Newark, NY-NJ-CT",17799861,5309,3381,87759528,562276564,1399514912,0.4017653253844,147679420,0.105521862420856,2005,43,0.263284314646393,"63217",0.501887119276325,242461980,"25-Jul-08",1,"d2","r1",2008,FALSE,492,0,0,"Other Publicly-Owned or Privately Chartered Corporation"
"79","2082","20082","New York City Department of Transportation","NY","New York-Newark, NY-NJ-CT",17799861,5309,4,177001,0,68463839,0,3094446,0.0451982542200124,2005,43,0.000531014558062871,"63217",0.501887119276325,20034157,"30-Apr-14",1,"d2","r1",2014,FALSE,492,0,0,"City, County or Local Government Unit or Department of Transportation"
"80","2084","20084","Transport of Rockland","NY","New York-Newark, NY-NJ-CT",17799861,5309,56,2204207,2143932,12743996,0.168230749601616,605587,0.0475193965848702,2005,43,0.00661276493344154,"63217",0.501887119276325,2677098,"1-Jan-21",1,"d2","r1",2021,FALSE,492,0,0,"City, County or Local Government Unit or Department of Transportation"
"81","2085","20085","Clarkstown Mini-Trans","NY","New York-Newark, NY-NJ-CT",17799861,5309,5,318127,4,1475546,2.71086092876806e-06,97950,0.0663822069932079,2005,43,0.000954401773509002,"63217",0.501887119276325,155499,"1-Jan-20",1,"d2","r1",2020,FALSE,492,0,0,"City, County or Local Government Unit or Department of Transportation"
"82","2089","20089","Village of Spring Valley Bus","NY","New York-Newark, NY-NJ-CT",17799861,5309,2,64111,25600,334320,0.0765733429050012,60408,0.180689160086145,2005,43,0.000192337186411199,"63217",0.501887119276325,39950,"30-Jun-22",0,"d2","r1",2022,FALSE,492,0,0,"City, County or Local Government Unit or Department of Transportation"
"83","2096","20096","Putnam County Transit","NY","New York-Newark, NY-NJ-CT",17799861,5309,10,415424,165561,1837786,0.0900872027537483,0,0,2005,43,0.0012462991269468,"63217",0.501887119276325,185328,"1-Jun-20",1,"d2","r1",2020,FALSE,492,0,0,"City, County or Local Government Unit or Department of Transportation"
"84","2098","20098","Port Authority Trans-Hudson Corporation","NJ","New York-Newark, NY-NJ-CT",17799861,5309,261,1989973,91392402,196747383,0.464516481014642,4644643,0.0236071399231775,2005,43,0.00597004894408532,"63217",0.501887119276325,71305202,"25-Jul-08",1,"d2","r1",2008,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"85","2099","20099","Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway","NY","New York-Newark, NY-NJ-CT",17799861,5309,44,549007,4592359,27335692,0.167998637093219,3207790,0.117348044454115,2005,43,0.00164705684983939,"63217",0.501887119276325,3482383,"8-Sep-13",1,"d2","r1",2013,FALSE,492,0,0,"Independent Public Agency or Authority of Transit Service"
"86","2100","20100","MTA Long Island Rail Road","NY","New York-Newark, NY-NJ-CT",17799861,5309,971,7331578,442300319,944483679,0.468298530545598,118376145,0.12533424095304,2005,43,0.0219952127478007,"63217",0.501887119276325,95519000,"2-Sep-08",1,"d2","r1",2008,FALSE,492,0,0,"Subsidiary Unit of a Transit Agency, Reporting Separately"
